checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status,other_debtors,residence_since,property,age_years,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,default
no_checking,72,existing_paid,repairs,5844,less_100,less_1yr,4,male_single,none,2,real_estate,60,none,own,4,skilled,1,none,yes,1
0_to_200,41,existing_paid,others,7781,less_100,4_to_7yr,1,male_single,guarantor,1,real_estate,54,bank,own,3,skilled,2,none,yes,1
no_checking,44,existing_paid,education,7621,less_100,4_to_7yr,4,male_single,guarantor,4,real_estate,50,none,own,2,skilled,1,none,yes,1
no_checking,65,delayed,others,14797,less_100,over_7yr,3,female_div,none,1,car,63,bank,own,2,highly_qualified,2,none,yes,1
over_200,63,existing_paid,business,18278,less_100,less_1yr,4,male_married,none,1,real_estate,60,none,own,2,highly_qualified,1,yes,yes,1
over_200,17,all_paid,business,3394,less_100,4_to_7yr,3,male_single,none,2,no_property,71,none,own,3,unskilled_nonresident,2,none,yes,1
less_0,5,existing_paid,car,14240,less_100,unemployed,1,male_div,guarantor,3,real_estate,64,stores,own,4,unskilled_resident,1,yes,yes,1
less_0,20,critical,others,14333,500_to_1000,less_1yr,3,female_div,none,1,real_estate,27,none,free,1,skilled,1,none,yes,1
less_0,31,existing_paid,education,16876,no_known_savings,unemployed,2,male_single,none,4,no_property,29,none,own,4,skilled,2,yes,yes,0
no_checking,69,critical,others,8204,less_100,over_7yr,3,female_div,none,1,car,41,none,own,2,skilled,1,none,yes,0
no_checking,38,critical,radio_tv,7519,500_to_1000,over_7yr,4,male_single,none,1,real_estate,68,bank,rent,3,unskilled_resident,2,none,yes,1
0_to_200,8,critical,radio_tv,7380,less_100,4_to_7yr,4,female_div,none,3,no_property,29,stores,own,3,skilled,1,yes,yes,0
0_to_200,68,existing_paid,education,7078,less_100,1_to_4yr,4,male_div,none,2,savings_insurance,67,bank,rent,2,skilled,1,none,yes,1
0_to_200,43,existing_paid,others,9094,less_100,1_to_4yr,3,male_single,none,4,no_property,20,stores,own,3,skilled,2,none,yes,0
0_to_200,59,critical,retraining,14470,less_100,less_1yr,4,male_div,none,2,car,21,none,own,2,skilled,1,none,yes,0
no_checking,39,existing_paid,radio_tv,6581,100_to_500,less_1yr,4,female_div,none,2,car,29,none,own,4,skilled,2,none,yes,1
less_0,48,existing_paid,radio_tv,13647,less_100,1_to_4yr,2,male_single,none,2,no_property,68,none,rent,3,unskilled_resident,1,yes,yes,1
no_checking,26,delayed,furniture,18133,less_100,4_to_7yr,3,female_div,none,1,real_estate,53,none,own,1,skilled,1,none,yes,0
less_0,50,critical,others,10541,no_known_savings,1_to_4yr,2,male_single,none,3,car,33,none,rent,3,highly_qualified,1,yes,yes,0
less_0,34,existing_paid,radio_tv,10414,no_known_savings,less_1yr,4,male_married,none,1,savings_insurance,61,none,own,2,skilled,1,none,yes,1
0_to_200,14,existing_paid,repairs,10700,over_1000,unemployed,4,female_div,none,4,real_estate,29,none,own,1,skilled,2,yes,yes,1
no_checking,13,critical,others,2285,less_100,less_1yr,4,male_single,none,3,real_estate,49,none,own,2,skilled,2,none,yes,0
no_checking,70,critical,business,11713,less_100,1_to_4yr,3,male_single,none,2,real_estate,46,none,own,3,skilled,1,yes,yes,0
no_checking,17,delayed,furniture,8227,no_known_savings,over_7yr,1,female_div,none,3,car,46,bank,rent,1,skilled,1,none,yes,1
0_to_200,13,all_paid,radio_tv,17491,less_100,4_to_7yr,4,male_single,none,4,car,50,none,own,1,skilled,2,none,yes,1
less_0,4,existing_paid,furniture,12432,500_to_1000,over_7yr,4,male_single,none,1,car,43,stores,own,3,unskilled_resident,1,yes,yes,1
no_checking,8,existing_paid,business,548,less_100,1_to_4yr,4,male_single,none,1,real_estate,38,bank,own,1,highly_qualified,2,none,yes,1
no_checking,23,delayed,education,1173,no_known_savings,1_to_4yr,4,male_single,none,2,savings_insurance,46,none,own,4,unskilled_resident,1,none,yes,0
0_to_200,11,existing_paid,education,13581,less_100,less_1yr,3,male_single,none,1,no_property,43,none,own,1,highly_qualified,1,yes,yes,0
no_checking,46,critical,others,6828,less_100,over_7yr,1,male_single,none,1,savings_insurance,29,none,rent,1,highly_qualified,2,none,yes,1
0_to_200,4,existing_paid,business,5125,less_100,4_to_7yr,1,male_single,none,4,car,37,none,free,4,skilled,1,none,yes,1
0_to_200,60,all_paid,domestic,12504,100_to_500,less_1yr,1,female_div,none,3,no_property,46,none,own,2,unskilled_resident,2,none,yes,0
no_checking,67,existing_paid,domestic,11155,less_100,1_to_4yr,4,male_single,none,1,no_property,19,bank,rent,2,skilled,2,yes,yes,1
no_checking,31,existing_paid,others,13603,500_to_1000,1_to_4yr,4,male_single,none,4,car,23,none,own,4,skilled,2,none,yes,1
over_200,40,existing_paid,car,16132,less_100,1_to_4yr,1,male_single,none,4,no_property,28,none,rent,1,highly_qualified,2,yes,yes,1
no_checking,50,critical,furniture,9913,no_known_savings,over_7yr,1,female_div,none,2,savings_insurance,60,stores,own,3,skilled,2,yes,yes,1
no_checking,40,existing_paid,furniture,1191,less_100,1_to_4yr,4,male_single,none,4,no_property,64,none,own,4,skilled,2,yes,yes,1
0_to_200,52,critical,education,2157,less_100,1_to_4yr,4,male_single,none,2,real_estate,52,none,rent,3,skilled,1,none,yes,0
over_200,47,existing_paid,domestic,5087,500_to_1000,unemployed,2,male_single,none,1,savings_insurance,54,bank,rent,2,highly_qualified,2,yes,yes,1
over_200,59,critical,radio_tv,13930,less_100,unemployed,2,female_div,none,2,real_estate,20,bank,rent,4,skilled,2,none,yes,1
0_to_200,31,critical,radio_tv,17877,less_100,less_1yr,2,female_div,none,4,no_property,36,none,own,3,highly_qualified,1,yes,yes,0
no_checking,9,existing_paid,radio_tv,5946,less_100,unemployed,1,female_div,none,3,savings_insurance,31,stores,own,1,skilled,2,none,yes,1
no_checking,64,delayed,education,16476,less_100,4_to_7yr,3,female_div,none,3,real_estate,69,none,rent,4,skilled,1,yes,yes,0
0_to_200,23,existing_paid,business,13793,less_100,4_to_7yr,4,female_div,none,1,real_estate,23,none,own,3,skilled,2,none,yes,1
less_0,5,existing_paid,retraining,12865,less_100,less_1yr,2,male_single,none,1,no_property,38,none,own,4,skilled,2,none,yes,1
less_0,40,critical,domestic,1716,less_100,over_7yr,3,female_div,none,3,no_property,20,bank,own,4,skilled,2,none,yes,0
0_to_200,23,critical,domestic,625,less_100,less_1yr,4,male_single,none,2,car,29,none,own,2,skilled,1,none,yes,1
no_checking,29,existing_paid,furniture,512,no_known_savings,1_to_4yr,3,female_div,none,1,car,48,none,own,2,skilled,1,none,yes,1
less_0,32,delayed,car,11830,less_100,less_1yr,1,female_div,none,4,savings_insurance,50,none,own,1,skilled,2,none,yes,0
no_checking,4,existing_paid,others,10386,less_100,1_to_4yr,1,male_single,none,1,savings_insurance,50,none,free,2,skilled,2,none,yes,1
less_0,38,existing_paid,furniture,8083,no_known_savings,less_1yr,1,male_single,none,2,no_property,68,none,free,2,skilled,1,yes,yes,1
no_checking,62,existing_paid,business,2143,over_1000,1_to_4yr,2,male_single,none,1,real_estate,56,none,own,2,skilled,1,none,yes,1
no_checking,72,existing_paid,others,8356,less_100,1_to_4yr,4,female_div,none,4,savings_insurance,73,none,own,3,unskilled_resident,1,none,yes,1
no_checking,36,existing_paid,domestic,12076,no_known_savings,over_7yr,1,female_div,none,4,savings_insurance,46,none,free,4,skilled,2,yes,yes,1
less_0,54,existing_paid,business,1902,less_100,unemployed,2,male_div,none,4,savings_insurance,28,none,rent,2,highly_qualified,1,yes,yes,1
0_to_200,15,critical,others,849,less_100,less_1yr,2,male_single,none,2,savings_insurance,40,none,rent,3,skilled,1,none,yes,0
less_0,23,delayed,repairs,9042,less_100,unemployed,2,female_div,co-applicant,2,car,73,none,rent,4,unskilled_resident,1,none,no,0
over_200,56,existing_paid,retraining,3887,less_100,1_to_4yr,2,female_div,none,4,real_estate,35,none,own,2,highly_qualified,1,none,yes,1
no_checking,46,existing_paid,domestic,10605,no_known_savings,unemployed,1,male_div,none,4,car,40,none,own,2,highly_qualified,1,yes,yes,1
no_checking,53,existing_paid,car,16239,no_known_savings,over_7yr,2,male_single,none,2,real_estate,61,none,own,4,skilled,1,yes,yes,1
0_to_200,32,existing_paid,radio_tv,9540,less_100,1_to_4yr,1,male_single,none,2,real_estate,37,bank,own,3,unskilled_resident,1,yes,yes,1
no_checking,60,existing_paid,repairs,5849,100_to_500,1_to_4yr,1,female_div,none,2,real_estate,35,stores,own,3,skilled,2,none,yes,1
over_200,42,all_paid,radio_tv,14592,500_to_1000,1_to_4yr,2,female_div,none,3,no_property,42,none,rent,1,skilled,1,yes,yes,1
no_checking,59,existing_paid,retraining,14195,no_known_savings,less_1yr,1,male_married,none,2,savings_insurance,54,bank,own,4,unskilled_resident,2,none,yes,1
over_200,46,delayed,others,11012,less_100,less_1yr,4,male_single,none,4,car,50,none,rent,1,skilled,2,none,yes,0
no_checking,53,existing_paid,education,14562,500_to_1000,1_to_4yr,4,male_single,none,3,car,74,none,rent,3,skilled,1,none,yes,1
0_to_200,26,delayed,car,7632,less_100,1_to_4yr,3,male_married,none,2,car,64,bank,own,2,highly_qualified,2,none,yes,0
less_0,47,existing_paid,retraining,9232,100_to_500,less_1yr,4,male_single,none,4,savings_insurance,70,none,own,1,skilled,2,yes,yes,0
over_200,41,existing_paid,radio_tv,7957,no_known_savings,less_1yr,1,female_div,none,1,savings_insurance,54,none,own,3,skilled,1,yes,yes,1
no_checking,26,existing_paid,repairs,17380,500_to_1000,over_7yr,1,male_single,none,3,savings_insurance,46,none,own,3,highly_qualified,2,yes,yes,1
less_0,48,delayed,domestic,4883,less_100,unemployed,4,male_single,none,4,car,32,none,own,2,skilled,1,none,yes,1
over_200,55,critical,repairs,17554,over_1000,over_7yr,2,female_div,none,1,savings_insurance,54,none,own,4,skilled,1,yes,yes,1
less_0,53,existing_paid,repairs,9519,less_100,4_to_7yr,2,female_div,none,4,no_property,24,none,own,3,skilled,1,yes,no,1
less_0,11,critical,education,14028,less_100,1_to_4yr,1,male_single,none,2,no_property,27,bank,own,1,skilled,1,none,yes,0
0_to_200,4,existing_paid,education,7258,500_to_1000,less_1yr,2,male_single,none,2,real_estate,39,none,own,2,skilled,1,yes,yes,1
less_0,11,delayed,business,15773,less_100,less_1yr,3,female_div,none,1,real_estate,30,none,own,4,unskilled_resident,1,yes,yes,1
less_0,32,critical,business,3868,less_100,4_to_7yr,3,male_single,none,2,car,48,bank,own,4,unskilled_resident,1,none,yes,1
less_0,8,critical,others,522,less_100,4_to_7yr,4,male_div,none,4,savings_insurance,49,none,own,4,highly_qualified,2,yes,yes,1
0_to_200,50,existing_paid,business,13257,less_100,4_to_7yr,4,male_single,none,1,real_estate,58,none,own,3,skilled,1,yes,yes,1
no_checking,37,existing_paid,furniture,18407,500_to_1000,over_7yr,2,female_div,none,4,no_property,74,none,own,4,skilled,2,yes,yes,1
no_checking,68,delayed,car,2797,less_100,4_to_7yr,1,male_married,none,4,real_estate,22,none,own,3,skilled,1,yes,yes,1
over_200,58,critical,furniture,3414,100_to_500,less_1yr,4,female_div,none,4,no_property,49,none,free,2,unskilled_resident,1,none,yes,1
0_to_200,46,existing_paid,furniture,14664,less_100,less_1yr,3,male_single,guarantor,2,car,45,none,own,2,skilled,1,yes,yes,0
less_0,33,delayed,radio_tv,14577,no_known_savings,over_7yr,4,female_div,none,2,no_property,43,none,own,4,skilled,2,yes,yes,0
less_0,20,existing_paid,retraining,15826,less_100,less_1yr,4,male_single,none,4,real_estate,23,none,rent,2,skilled,2,none,yes,1
no_checking,29,existing_paid,furniture,1196,less_100,less_1yr,3,male_single,none,3,real_estate,24,none,own,1,unskilled_resident,2,none,yes,1
no_checking,11,delayed,car,14943,less_100,4_to_7yr,1,male_married,co-applicant,4,car,23,none,own,1,skilled,2,yes,yes,1
less_0,50,critical,education,17140,over_1000,1_to_4yr,4,female_div,none,4,real_estate,69,none,own,3,skilled,2,none,yes,1
no_checking,49,no_credits,others,15790,less_100,over_7yr,4,female_div,none,1,savings_insurance,45,stores,own,4,skilled,2,yes,yes,1
less_0,71,existing_paid,radio_tv,6969,less_100,4_to_7yr,4,male_single,none,4,savings_insurance,26,bank,own,3,skilled,1,yes,no,1
no_checking,36,existing_paid,education,8685,over_1000,less_1yr,2,male_single,none,2,real_estate,27,none,own,2,skilled,1,none,no,1
over_200,4,critical,radio_tv,11600,less_100,over_7yr,4,male_single,none,1,real_estate,33,stores,own,4,skilled,2,none,yes,1
over_200,22,existing_paid,car,3840,100_to_500,less_1yr,3,female_div,none,3,no_property,54,bank,own,3,skilled,2,none,yes,1
0_to_200,34,critical,repairs,10314,less_100,1_to_4yr,1,female_div,none,1,real_estate,59,stores,own,4,skilled,2,none,yes,0
less_0,17,existing_paid,domestic,17826,100_to_500,1_to_4yr,1,male_single,none,3,real_estate,25,none,own,4,skilled,2,yes,no,1
no_checking,56,no_credits,retraining,18098,less_100,unemployed,3,female_div,none,1,car,50,stores,rent,3,skilled,2,none,yes,0
0_to_200,51,existing_paid,education,640,over_1000,1_to_4yr,2,male_single,none,1,no_property,26,none,rent,4,highly_qualified,1,none,yes,1
0_to_200,72,critical,retraining,12918,less_100,less_1yr,3,male_single,none,3,savings_insurance,65,none,own,2,unskilled_resident,1,yes,yes,0
no_checking,65,critical,repairs,11819,less_100,1_to_4yr,1,male_single,none,2,real_estate,69,none,rent,1,unskilled_resident,1,yes,yes,0
0_to_200,69,existing_paid,domestic,13279,less_100,1_to_4yr,3,male_single,none,2,car,33,none,rent,1,skilled,1,none,yes,0
0_to_200,67,critical,retraining,13357,less_100,4_to_7yr,2,male_single,none,2,no_property,55,bank,own,4,skilled,1,yes,yes,0
over_200,66,critical,retraining,2810,less_100,over_7yr,1,male_married,none,1,no_property,37,none,own,1,skilled,1,none,yes,1
0_to_200,36,existing_paid,education,6117,less_100,less_1yr,2,male_single,none,4,car,57,none,own,4,skilled,1,yes,yes,1
less_0,44,existing_paid,business,15534,less_100,1_to_4yr,3,male_married,none,1,savings_insurance,24,none,own,3,highly_qualified,1,none,yes,1
less_0,51,critical,domestic,1461,less_100,1_to_4yr,4,male_single,none,4,car,37,stores,own,2,skilled,2,none,yes,0
over_200,16,existing_paid,repairs,9371,no_known_savings,less_1yr,3,male_married,none,4,real_estate,46,none,own,1,skilled,2,yes,yes,1
0_to_200,34,critical,domestic,1789,less_100,4_to_7yr,2,female_div,none,2,car,35,none,free,3,unskilled_resident,1,none,yes,1
no_checking,71,all_paid,car,17277,less_100,4_to_7yr,3,male_married,none,4,car,60,none,rent,2,skilled,1,none,yes,0
no_checking,7,delayed,business,8943,no_known_savings,less_1yr,4,male_single,none,1,no_property,37,none,own,1,skilled,1,yes,yes,0
no_checking,22,existing_paid,car,9171,less_100,1_to_4yr,2,female_div,none,1,real_estate,49,none,own,1,unskilled_resident,2,yes,yes,1
0_to_200,16,existing_paid,repairs,17917,less_100,less_1yr,3,male_div,none,2,real_estate,29,none,own,2,unskilled_resident,2,none,yes,1
over_200,26,existing_paid,education,10560,no_known_savings,1_to_4yr,2,male_single,none,3,car,33,none,own,3,skilled,1,yes,yes,1
no_checking,4,no_credits,education,12994,less_100,less_1yr,2,male_single,none,1,car,28,bank,own,3,skilled,2,yes,yes,0
less_0,57,critical,repairs,4636,500_to_1000,over_7yr,1,male_single,none,4,no_property,61,none,own,1,skilled,1,yes,yes,1
no_checking,18,no_credits,radio_tv,17553,no_known_savings,4_to_7yr,1,male_married,none,1,real_estate,41,none,own,2,skilled,1,none,yes,1
over_200,68,existing_paid,repairs,12492,less_100,1_to_4yr,2,male_single,none,1,real_estate,21,none,own,3,unskilled_resident,1,yes,yes,1
0_to_200,18,existing_paid,business,14507,less_100,1_to_4yr,3,male_single,none,1,car,21,none,own,2,skilled,1,yes,yes,0
0_to_200,24,delayed,furniture,9197,less_100,over_7yr,3,male_single,none,3,savings_insurance,36,none,own,2,unskilled_resident,1,yes,yes,1
less_0,22,existing_paid,education,14196,less_100,1_to_4yr,3,male_single,none,4,no_property,43,none,own,1,skilled,2,none,yes,1
less_0,63,critical,others,6180,less_100,less_1yr,4,female_div,none,2,savings_insurance,61,none,own,2,skilled,1,yes,yes,0
no_checking,36,existing_paid,business,5652,less_100,1_to_4yr,2,male_single,none,1,no_property,38,none,rent,2,skilled,1,none,yes,1
no_checking,52,existing_paid,business,16267,no_known_savings,over_7yr,2,female_div,guarantor,4,car,47,none,own,4,highly_qualified,1,yes,yes,1
0_to_200,38,existing_paid,business,757,less_100,4_to_7yr,4,male_married,none,4,no_property,40,stores,free,2,skilled,1,yes,yes,1
0_to_200,47,existing_paid,retraining,1686,less_100,4_to_7yr,2,male_single,none,2,savings_insurance,68,none,rent,3,skilled,2,none,yes,1
over_200,14,existing_paid,business,11868,no_known_savings,over_7yr,2,female_div,none,1,no_property,33,none,own,1,highly_qualified,1,none,yes,1
over_200,69,delayed,education,9000,less_100,over_7yr,4,male_single,none,3,real_estate,57,none,own,1,skilled,1,none,yes,1
less_0,49,critical,furniture,16372,over_1000,over_7yr,1,female_div,none,4,car,28,none,own,2,skilled,2,yes,yes,1
0_to_200,12,critical,furniture,7604,less_100,less_1yr,2,male_single,none,2,real_estate,39,none,rent,2,skilled,1,none,yes,0
over_200,6,critical,business,11544,less_100,1_to_4yr,4,female_div,none,3,savings_insurance,73,none,own,3,skilled,1,yes,yes,1
0_to_200,29,delayed,car,14090,500_to_1000,4_to_7yr,3,male_single,none,4,savings_insurance,70,none,own,4,skilled,1,yes,yes,1
no_checking,51,critical,education,4649,less_100,4_to_7yr,1,male_single,none,1,real_estate,47,none,free,1,unskilled_nonresident,1,yes,yes,1
less_0,69,no_credits,education,5287,less_100,1_to_4yr,3,female_div,none,4,no_property,50,stores,rent,4,skilled,2,yes,yes,1
no_checking,31,existing_paid,domestic,16098,100_to_500,less_1yr,2,male_single,none,3,real_estate,28,none,free,3,highly_qualified,1,none,yes,1
over_200,29,delayed,radio_tv,3965,100_to_500,4_to_7yr,1,female_div,none,3,no_property,31,none,own,1,skilled,1,yes,yes,1
less_0,28,existing_paid,radio_tv,15127,less_100,4_to_7yr,4,male_single,none,1,no_property,65,none,own,3,unskilled_resident,2,none,yes,1
no_checking,15,critical,car,8087,less_100,less_1yr,2,female_div,none,1,real_estate,41,bank,own,2,skilled,1,none,yes,0
0_to_200,8,existing_paid,radio_tv,1551,less_100,1_to_4yr,4,male_single,none,2,car,68,none,own,3,skilled,1,none,yes,1
less_0,51,existing_paid,domestic,7620,over_1000,less_1yr,1,female_div,none,1,real_estate,41,none,own,2,highly_qualified,2,yes,yes,0
no_checking,40,existing_paid,repairs,6661,less_100,1_to_4yr,3,male_single,none,2,real_estate,49,none,own,4,skilled,1,yes,yes,0
no_checking,47,existing_paid,radio_tv,6615,no_known_savings,unemployed,2,male_single,none,3,savings_insurance,22,stores,own,1,skilled,2,none,yes,1
0_to_200,18,no_credits,education,15699,100_to_500,1_to_4yr,2,male_single,guarantor,3,no_property,70,none,free,1,highly_qualified,1,yes,yes,0
less_0,46,existing_paid,repairs,942,less_100,1_to_4yr,4,female_div,none,4,real_estate,67,bank,own,4,unskilled_resident,2,yes,yes,1
0_to_200,51,existing_paid,radio_tv,1728,no_known_savings,1_to_4yr,1,male_single,none,4,car,21,none,rent,2,skilled,1,none,yes,0
less_0,49,existing_paid,education,6646,less_100,4_to_7yr,4,male_div,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,1
0_to_200,46,existing_paid,education,8698,less_100,over_7yr,1,male_div,none,1,no_property,71,none,own,3,skilled,2,none,yes,0
less_0,24,critical,business,10872,100_to_500,less_1yr,2,male_single,none,1,real_estate,20,stores,rent,2,skilled,1,none,yes,0
less_0,26,existing_paid,furniture,17075,less_100,less_1yr,1,female_div,none,4,car,22,none,free,1,skilled,2,yes,yes,0
0_to_200,50,critical,car,10323,100_to_500,over_7yr,2,male_single,none,3,car,19,none,rent,3,skilled,2,none,yes,0
less_0,18,existing_paid,domestic,2896,less_100,less_1yr,1,male_single,none,2,car,33,none,own,3,skilled,2,none,yes,1
no_checking,28,existing_paid,retraining,5459,no_known_savings,over_7yr,3,female_div,none,3,no_property,51,none,own,1,highly_qualified,2,yes,yes,1
no_checking,39,critical,radio_tv,6783,over_1000,over_7yr,1,female_div,none,3,no_property,24,none,own,4,skilled,1,yes,yes,1
0_to_200,54,no_credits,radio_tv,7461,less_100,1_to_4yr,3,female_div,none,1,real_estate,25,none,own,4,skilled,2,yes,yes,0
less_0,18,existing_paid,repairs,10177,less_100,over_7yr,1,male_single,none,2,savings_insurance,37,none,own,1,skilled,1,none,yes,1
0_to_200,71,existing_paid,repairs,12177,less_100,less_1yr,1,male_single,none,3,savings_insurance,62,none,free,3,unskilled_resident,1,none,yes,1
no_checking,24,existing_paid,radio_tv,9566,100_to_500,1_to_4yr,4,male_single,none,4,savings_insurance,19,none,own,4,skilled,2,yes,yes,1
no_checking,16,existing_paid,others,12427,less_100,4_to_7yr,4,female_div,none,4,savings_insurance,57,bank,own,4,highly_qualified,2,none,yes,1
no_checking,22,critical,domestic,11096,less_100,1_to_4yr,2,male_single,none,1,savings_insurance,37,none,own,4,unskilled_resident,1,none,yes,0
no_checking,37,existing_paid,radio_tv,8183,no_known_savings,over_7yr,4,female_div,none,4,savings_insurance,63,none,free,2,highly_qualified,2,none,yes,1
less_0,71,critical,furniture,5726,less_100,unemployed,1,male_single,none,4,no_property,44,none,free,4,skilled,1,yes,yes,0
less_0,55,existing_paid,others,14103,100_to_500,1_to_4yr,4,male_single,none,3,real_estate,62,none,own,1,skilled,2,none,yes,1
less_0,30,critical,domestic,8178,less_100,1_to_4yr,1,male_single,co-applicant,4,no_property,30,none,own,1,skilled,1,none,yes,0
0_to_200,32,existing_paid,radio_tv,2330,less_100,4_to_7yr,3,male_single,none,4,savings_insurance,40,none,free,2,skilled,1,none,yes,1
no_checking,31,all_paid,retraining,6339,no_known_savings,less_1yr,1,male_single,guarantor,3,car,31,bank,rent,2,skilled,2,none,yes,0
less_0,38,critical,business,8047,less_100,1_to_4yr,2,female_div,none,1,no_property,46,none,own,1,skilled,1,none,yes,0
0_to_200,11,existing_paid,furniture,17495,500_to_1000,over_7yr,3,male_div,none,1,savings_insurance,32,none,own,2,skilled,1,none,yes,1
less_0,19,no_credits,retraining,8596,less_100,less_1yr,2,male_single,none,2,savings_insurance,40,none,own,4,skilled,2,none,yes,0
less_0,39,existing_paid,repairs,1154,over_1000,over_7yr,2,male_single,none,4,savings_insurance,48,none,own,3,skilled,2,none,yes,1
0_to_200,33,existing_paid,repairs,17903,less_100,1_to_4yr,2,male_single,none,3,savings_insurance,62,none,own,3,skilled,2,none,yes,1
over_200,21,existing_paid,radio_tv,17038,no_known_savings,4_to_7yr,4,male_div,none,2,no_property,38,none,rent,3,unskilled_resident,2,none,yes,1
no_checking,5,delayed,repairs,10224,500_to_1000,4_to_7yr,2,male_single,none,1,no_property,62,none,own,1,unskilled_resident,2,none,yes,1
0_to_200,52,critical,furniture,1434,less_100,less_1yr,3,male_married,none,1,real_estate,45,none,own,2,skilled,1,none,yes,0
less_0,7,critical,domestic,1975,less_100,1_to_4yr,1,male_single,none,3,real_estate,56,none,own,3,skilled,1,none,yes,0
no_checking,10,existing_paid,education,11630,over_1000,over_7yr,2,male_single,none,2,savings_insurance,60,none,own,4,skilled,2,none,yes,1
less_0,42,existing_paid,car,13307,no_known_savings,1_to_4yr,3,male_married,none,2,real_estate,70,none,rent,4,skilled,1,yes,yes,1
over_200,16,existing_paid,domestic,5856,no_known_savings,over_7yr,2,male_single,none,3,car,74,none,own,4,unskilled_resident,1,none,yes,1
less_0,34,existing_paid,education,4206,less_100,1_to_4yr,1,female_div,none,3,real_estate,59,none,own,2,unskilled_resident,1,yes,yes,1
no_checking,66,existing_paid,others,16805,less_100,less_1yr,3,male_single,none,2,car,52,none,free,3,skilled,1,none,yes,1
less_0,59,existing_paid,furniture,16331,less_100,1_to_4yr,3,male_single,none,1,real_estate,57,none,free,4,skilled,1,none,yes,1
no_checking,45,no_credits,retraining,671,no_known_savings,over_7yr,1,male_single,none,4,savings_insurance,59,none,own,2,skilled,2,yes,no,0
no_checking,64,existing_paid,education,5790,no_known_savings,1_to_4yr,3,female_div,none,1,car,62,none,rent,4,highly_qualified,2,none,yes,1
no_checking,45,existing_paid,furniture,16538,less_100,over_7yr,1,female_div,none,3,savings_insurance,55,none,own,3,unskilled_resident,1,none,yes,1
no_checking,59,existing_paid,business,16216,no_known_savings,over_7yr,3,male_single,none,2,no_property,19,none,own,3,skilled,1,yes,yes,1
no_checking,39,existing_paid,retraining,16132,less_100,1_to_4yr,3,male_married,none,2,no_property,72,none,own,3,skilled,2,none,yes,0
no_checking,71,all_paid,repairs,4925,less_100,less_1yr,1,male_single,none,4,savings_insurance,33,none,own,3,skilled,2,none,yes,1
less_0,10,critical,repairs,9332,less_100,4_to_7yr,1,male_single,none,2,real_estate,50,none,own,3,skilled,2,none,yes,1
no_checking,57,critical,retraining,13259,no_known_savings,1_to_4yr,3,male_single,none,4,no_property,26,none,own,4,highly_qualified,2,yes,yes,1
no_checking,4,existing_paid,others,6998,100_to_500,4_to_7yr,3,male_single,none,1,no_property,51,none,rent,3,highly_qualified,1,yes,yes,1
0_to_200,47,existing_paid,others,6353,no_known_savings,1_to_4yr,1,male_single,none,1,no_property,36,none,own,4,unskilled_nonresident,2,none,yes,1
less_0,48,existing_paid,others,18107,less_100,1_to_4yr,4,male_married,none,2,real_estate,63,none,rent,3,unskilled_resident,2,none,yes,0
0_to_200,50,existing_paid,education,11598,500_to_1000,4_to_7yr,1,male_single,guarantor,2,no_property,47,bank,free,4,skilled,1,yes,yes,1
no_checking,16,critical,education,10032,less_100,1_to_4yr,3,male_single,none,3,real_estate,50,none,own,3,skilled,2,none,yes,0
no_checking,25,existing_paid,radio_tv,6132,less_100,1_to_4yr,3,male_single,none,3,car,51,stores,own,4,unskilled_resident,2,none,yes,1
no_checking,24,existing_paid,car,6048,less_100,1_to_4yr,3,female_div,none,2,no_property,23,none,free,3,skilled,2,yes,yes,1
no_checking,12,existing_paid,retraining,9877,less_100,1_to_4yr,1,female_div,none,2,real_estate,36,none,own,2,skilled,2,none,yes,1
no_checking,29,existing_paid,domestic,8665,500_to_1000,1_to_4yr,3,male_single,none,1,no_property,66,bank,own,4,skilled,2,yes,yes,1
no_checking,12,all_paid,car,12716,500_to_1000,over_7yr,4,male_single,none,2,savings_insurance,28,bank,own,2,unskilled_resident,1,yes,yes,1
no_checking,18,critical,business,10096,less_100,1_to_4yr,2,male_single,none,3,no_property,54,none,own,4,skilled,1,yes,no,0
no_checking,13,existing_paid,education,12970,less_100,1_to_4yr,4,male_single,none,1,savings_insurance,51,bank,own,4,skilled,1,none,yes,1
less_0,45,existing_paid,education,9395,500_to_1000,4_to_7yr,1,male_single,none,4,no_property,41,none,own,4,unskilled_resident,1,none,yes,1
no_checking,27,existing_paid,furniture,4774,over_1000,less_1yr,3,male_single,none,3,real_estate,58,bank,free,1,skilled,1,none,yes,1
no_checking,52,existing_paid,car,6809,less_100,less_1yr,1,male_single,none,3,car,23,none,rent,3,skilled,2,none,yes,1
less_0,29,critical,furniture,7870,less_100,over_7yr,2,male_single,none,1,car,52,none,own,2,highly_qualified,2,none,yes,0
0_to_200,40,delayed,domestic,3374,less_100,4_to_7yr,1,male_single,none,4,savings_insurance,42,none,rent,2,highly_qualified,2,none,yes,1
no_checking,71,delayed,furniture,8921,over_1000,1_to_4yr,3,male_married,none,3,real_estate,35,none,own,4,skilled,2,none,yes,0
0_to_200,53,existing_paid,car,11956,no_known_savings,4_to_7yr,2,male_div,none,2,car,49,none,rent,2,skilled,2,none,no,1
